04_04_2020_122041: Iran: Total cases: 55743, Total deaths: 3452, Death rate: 6.19%
04_04_2020_122042: Uk: Total cases: 41903, Total deaths: 4313, Death rate: 10.29%
04_04_2020_122042: Germany: Total cases: 92150, Total deaths: 1330, Death rate: 1.44%
04_04_2020_122042: Spain: Total cases: 124736, Total deaths: 11744, Death rate: 9.42%
04_04_2020_140801: World: Total cases: 1188159, Total deaths: 64060, Death rate: 5.39%
04_04_2020_140801: Us: Total cases: 302819, Total deaths: 8237, Death rate: 2.72%
04_04_2020_140802: Italy: Total cases: 124632, Total deaths: 15362, Death rate: 12.33%
04_04_2020_140802: France: Total cases: 89953, Total deaths: 7560, Death rate: 8.40%
04_04_2020_140802: Iran: Total cases: 55743, Total deaths: 3452, Death rate: 6.19%
04_04_2020_140802: Uk: Total cases: 41903, Total deaths: 4313, Death rate: 10.29%
04_04_2020_140803: Germany: Total cases: 95637, Total deaths: 1395, Death rate: 1.46%
04_04_2020_140803: Spain: Total cases: 124736, Total deaths: 11744, Death rate: 9.42%
04_04_2020_150118: World: Total cases: 1192619, Total deaths: 64227, Total Reovered: 246063, Death rate: 5.39%, Recovery Rate: 20.63
04_04_2020_150118: Us: Total cases: 305934, Total deaths: 8306, Total Reovered: 14686, Death rate: 2.71%, Recovery Rate: 4.80
04_04_2020_150118: Italy: Total cases: 124632, Total deaths: 15362, Total Reovered: 20996, Death rate: 12.33%, Recovery Rate: 16.85
04_04_2020_150119: France: Total cases: 89953, Total deaths: 7560, Total Reovered: 15438, Death rate: 8.40%, Recovery Rate: 17.16
04_04_2020_150119: Iran: Total cases: 55743, Total deaths: 3452, Total Reovered: 19736, Death rate: 6.19%, Recovery Rate: 35.41
04_04_2020_150119: Uk: Total cases: 41903, Total deaths: 4313, Total Reovered: 135, Death rate: 10.29%, Recovery Rate: 0.32
04_04_2020_150120: Germany: Total cases: 95637, Total deaths: 1395, Total Reovered: 26400, Death rate: 1.46%, Recovery Rate: 27.60
04_04_2020_150120: Spain: Total cases: 124736, Total deaths: 11744, Total Reovered: 34219, Death rate: 9.42%, Recovery Rate: 27.43
04_04_2020_153122: World: Total cases: 1192962, Total deaths: 64236, Total Reovered: 246110, Death rate: 5.38%, Recovery Rate: 20.63
04_04_2020_153122: Us: Total cases: 306145, Total deaths: 8310, Total Reovered: 14686, Death rate: 2.71%, Recovery Rate: 4.80
04_04_2020_153123: Italy: Total cases: 124632, Total deaths: 15362, Total Reovered: 20996, Death rate: 12.33%, Recovery Rate: 16.85
04_04_2020_153123: France: Total cases: 89953, Total deaths: 7560, Total Reovered: 15438, Death rate: 8.40%, Recovery Rate: 17.16
04_04_2020_153123: Iran: Total cases: 55743, Total deaths: 3452, Total Reovered: 19736, Death rate: 6.19%, Recovery Rate: 35.41
04_04_2020_153123: Uk: Total cases: 41903, Total deaths: 4313, Total Reovered: 135, Death rate: 10.29%, Recovery Rate: 0.32
04_04_2020_153123: Germany: Total cases: 95637, Total deaths: 1395, Total Reovered: 26400, Death rate: 1.46%, Recovery Rate: 27.60
04_04_2020_153124: Spain: Total cases: 124736, Total deaths: 11744, Total Reovered: 34219, Death rate: 9.42%, Recovery Rate: 27.43
04_04_2020_160126: World: Total cases: 1193654, Total deaths: 64278, Total Reovered: 246110, Death rate: 5.38%, Recovery Rate: 20.62
04_04_2020_160126: Us: Total cases: 306768, Total deaths: 8347, Total Reovered: 14686, Death rate: 2.72%, Recovery Rate: 4.79
04_04_2020_160126: Italy: Total cases: 124632, Total deaths: 15362, Total Reovered: 20996, Death rate: 12.33%, Recovery Rate: 16.85
04_04_2020_160127: France: Total cases: 89953, Total deaths: 7560, Total Reovered: 15438, Death rate: 8.40%, Recovery Rate: 17.16
04_04_2020_160127: Iran: Total cases: 55743, Total deaths: 3452, Total Reovered: 19736, Death rate: 6.19%, Recovery Rate: 35.41
04_04_2020_160127: Uk: Total cases: 41903, Total deaths: 4313, Total Reovered: 135, Death rate: 10.29%, Recovery Rate: 0.32
04_04_2020_160127: Germany: Total cases: 95637, Total deaths: 1395, Total Reovered: 26400, Death rate: 1.46%, Recovery Rate: 27.60
04_04_2020_160128: Spain: Total cases: 124736, Total deaths: 11744, Total Reovered: 34219, Death rate: 9.42%, Recovery Rate: 27.43
04_04_2020_163130: World: Total cases: 1194050, Total deaths: 64389, Total Reovered: 246110, Death rate: 5.39%, Recovery Rate: 20.61
04_04_2020_163130: Us: Total cases: 306997, Total deaths: 8350, Total Reovered: 14686, Death rate: 2.72%, Recovery Rate: 4.78
04_04_2020_163130: Italy: Total cases: 124632, Total deaths: 15362, Total Reovered: 20996, Death rate: 12.33%, Recovery Rate: 16.85
04_04_2020_163131: France: Total cases: 89953, Total deaths: 7560, Total Reovered: 15438, Death rate: 8.40%, Recovery Rate: 17.16
04_04_2020_163131: Iran: Total cases: 55743, Total deaths: 3452, Total Reovered: 19736, Death rate: 6.19%, Recovery Rate: 35.41
04_04_2020_163131: Uk: Total cases: 41903, Total deaths: 4313, Total Reovered: 135, Death rate: 10.29%, Recovery Rate: 0.32
04_04_2020_163131: Germany: Total cases: 95648, Total deaths: 1428, Total Reovered: 26400, Death rate: 1.49%, Recovery Rate: 27.60
04_04_2020_163132: Spain: Total cases: 124870, Total deaths: 11818, Total Reovered: 34219, Death rate: 9.46%, Recovery Rate: 27.40
04_04_2020_170133: World: Total cases: 1196108, Total deaths: 64546, Total Reovered: 246110, Death rate: 5.40%, Recovery Rate: 20.58
04_04_2020_170133: Us: Total cases: 307732, Total deaths: 8377, Total Reovered: 14686, Death rate: 2.72%, Recovery Rate: 4.77
04_04_2020_170134: Italy: Total cases: 124632, Total deaths: 15362, Total Reovered: 20996, Death rate: 12.33%, Recovery Rate: 16.85
04_04_2020_170134: France: Total cases: 89953, Total deaths: 7560, Total Reovered: 15438, Death rate: 8.40%, Recovery Rate: 17.16
04_04_2020_170134: Iran: Total cases: 55743, Total deaths: 3452, Total Reovered: 19736, Death rate: 6.19%, Recovery Rate: 35.41
04_04_2020_170134: Uk: Total cases: 41903, Total deaths: 4313, Total Reovered: 135, Death rate: 10.29%, Recovery Rate: 0.32
04_04_2020_170135: Germany: Total cases: 95648, Total deaths: 1428, Total Reovered: 26400, Death rate: 1.49%, Recovery Rate: 27.60
04_04_2020_170135: Spain: Total cases: 126168, Total deaths: 11947, Total Reovered: 34219, Death rate: 9.47%, Recovery Rate: 27.12
04/04/2020_18:12:25: World: Total cases: 1199064, Total deaths: 64650, Total Reovered: 246166, Death rate: 5.39%, Recovery Rate: 20.53
04/04/2020_18:12:26: Us: Total cases: 309728, Total deaths: 8441, Total Reovered: 14741, Death rate: 2.73%, Recovery Rate: 4.76
04/04/2020_18:12:26: Italy: Total cases: 124632, Total deaths: 15362, Total Reovered: 20996, Death rate: 12.33%, Recovery Rate: 16.85
04/04/2020_18:12:26: France: Total cases: 89953, Total deaths: 7560, Total Reovered: 15438, Death rate: 8.40%, Recovery Rate: 17.16
04/04/2020_18:12:27: Iran: Total cases: 55743, Total deaths: 3452, Total Reovered: 19736, Death rate: 6.19%, Recovery Rate: 35.41
04/04/2020_18:12:27: Uk: Total cases: 41903, Total deaths: 4313, Total Reovered: 135, Death rate: 10.29%, Recovery Rate: 0.32
04/04/2020_18:12:27: Germany: Total cases: 96092, Total deaths: 1444, Total Reovered: 26400, Death rate: 1.50%, Recovery Rate: 27.47
04/04/2020_18:12:28: Spain: Total cases: 126168, Total deaths: 11947, Total Reovered: 34219, Death rate: 9.47%, Recovery Rate: 27.12
04/04/2020_18:14:27: World: Total cases: 1199064, Total deaths: 64650, Total Reovered: 246166, Death rate: 5.39%, Recovery Rate: 20.53
04/04/2020_18:14:28: Us: Total cases: 309728, Total deaths: 8441, Total Reovered: 14741, Death rate: 2.73%, Recovery Rate: 4.76
04/04/2020_18:14:28: Italy: Total cases: 124632, Total deaths: 15362, Total Reovered: 20996, Death rate: 12.33%, Recovery Rate: 16.85
04/04/2020_18:14:29: France: Total cases: 89953, Total deaths: 7560, Total Reovered: 15438, Death rate: 8.40%, Recovery Rate: 17.16
04/04/2020_18:14:29: Iran: Total cases: 55743, Total deaths: 3452, Total Reovered: 19736, Death rate: 6.19%, Recovery Rate: 35.41
04/04/2020_18:14:29: Uk: Total cases: 41903, Total deaths: 4313, Total Reovered: 135, Death rate: 10.29%, Recovery Rate: 0.32
04/04/2020_18:14:30: Germany: Total cases: 96092, Total deaths: 1444, Total Reovered: 26400, Death rate: 1.50%, Recovery Rate: 27.47
04/04/2020_18:14:30: Spain: Total cases: 126168, Total deaths: 11947, Total Reovered: 34219, Death rate: 9.47%, Recovery Rate: 27.12
04/04/2020_20:14:34: World: Total cases: 1201473, Total deaths: 64691, Total Reovered: 246467, Death rate: 5.38%, Recovery Rate: 20.51
04/04/2020_20:14:35: Us: Total cases: 311357, Total deaths: 8452, Total Reovered: 14825, Death rate: 2.71%, Recovery Rate: 4.76
04/04/2020_20:14:35: Italy: Total cases: 124632, Total deaths: 15362, Total Reovered: 20996, Death rate: 12.33%, Recovery Rate: 16.85
04/04/2020_20:14:35: France: Total cases: 89953, Total deaths: 7560, Total Reovered: 15438, Death rate: 8.40%, Recovery Rate: 17.16
04/04/2020_20:14:36: Iran: Total cases: 55743, Total deaths: 3452, Total Reovered: 19736, Death rate: 6.19%, Recovery Rate: 35.41
04/04/2020_20:14:36: Uk: Total cases: 41903, Total deaths: 4313, Total Reovered: 135, Death rate: 10.29%, Recovery Rate: 0.32
04/04/2020_20:14:36: Germany: Total cases: 96092, Total deaths: 1444, Total Reovered: 26400, Death rate: 1.50%, Recovery Rate: 27.47
04/04/2020_20:14:37: Spain: Total cases: 126168, Total deaths: 11947, Total Reovered: 34219, Death rate: 9.47%, Recovery Rate: 27.12
04/04/2020_22:14:39: World: Total cases: 1201964, Total deaths: 64727, Total Reovered: 246638, Death rate: 5.39%, Recovery Rate: 20.52
04/04/2020_22:14:40: Us: Total cases: 311357, Total deaths: 8452, Total Reovered: 14825, Death rate: 2.71%, Recovery Rate: 4.76
04/04/2020_22:14:40: Italy: Total cases: 124632, Total deaths: 15362, Total Reovered: 20996, Death rate: 12.33%, Recovery Rate: 16.85
04/04/2020_22:14:40: France: Total cases: 89953, Total deaths: 7560, Total Reovered: 15438, Death rate: 8.40%, Recovery Rate: 17.16
04/04/2020_22:14:40: Iran: Total cases: 55743, Total deaths: 3452, Total Reovered: 19736, Death rate: 6.19%, Recovery Rate: 35.41
04/04/2020_22:14:41: Uk: Total cases: 41903, Total deaths: 4313, Total Reovered: 135, Death rate: 10.29%, Recovery Rate: 0.32
04/04/2020_22:14:41: Germany: Total cases: 96092, Total deaths: 1444, Total Reovered: 26400, Death rate: 1.50%, Recovery Rate: 27.47
04/04/2020_22:14:41: Spain: Total cases: 126168, Total deaths: 11947, Total Reovered: 34219, Death rate: 9.47%, Recovery Rate: 27.12
04/05/2020_00:14:45: World: Total cases: 1202715, Total deaths: 64734, Total Reovered: 246648, Death rate: 5.38%, Recovery Rate: 20.51
04/05/2020_00:14:45: Us: Total cases: 311635, Total deaths: 8454, Total Reovered: 14825, Death rate: 2.71%, Recovery Rate: 4.76
04/05/2020_00:14:46: Italy: Total cases: 124632, Total deaths: 15362, Total Reovered: 20996, Death rate: 12.33%, Recovery Rate: 16.85
04/05/2020_00:14:46: France: Total cases: 89953, Total deaths: 7560, Total Reovered: 15438, Death rate: 8.40%, Recovery Rate: 17.16
04/05/2020_00:14:46: Iran: Total cases: 55743, Total deaths: 3452, Total Reovered: 19736, Death rate: 6.19%, Recovery Rate: 35.41
04/05/2020_00:14:47: Uk: Total cases: 41903, Total deaths: 4313, Total Reovered: 135, Death rate: 10.29%, Recovery Rate: 0.32
04/05/2020_00:14:47: Germany: Total cases: 96092, Total deaths: 1444, Total Reovered: 26400, Death rate: 1.50%, Recovery Rate: 27.47
04/05/2020_00:14:48: Spain: Total cases: 126168, Total deaths: 11947, Total Reovered: 34219, Death rate: 9.47%, Recovery Rate: 27.12
04/05/2020_02:15:35: World: Total cases: 1203292, Total deaths: 64747, Total Reovered: 246798, Death rate: 5.38%, Recovery Rate: 20.51
04/05/2020_02:15:36: Us: Total cases: 311637, Total deaths: 8454, Total Reovered: 14828, Death rate: 2.71%, Recovery Rate: 4.76
04/05/2020_02:15:36: Italy: Total cases: 124632, Total deaths: 15362, Total Reovered: 20996, Death rate: 12.33%, Recovery Rate: 16.85
04/05/2020_02:15:36: France: Total cases: 89953, Total deaths: 7560, Total Reovered: 15438, Death rate: 8.40%, Recovery Rate: 17.16
04/05/2020_02:15:37: Iran: Total cases: 55743, Total deaths: 3452, Total Reovered: 19736, Death rate: 6.19%, Recovery Rate: 35.41
04/05/2020_02:15:37: Uk: Total cases: 41903, Total deaths: 4313, Total Reovered: 135, Death rate: 10.29%, Recovery Rate: 0.32
04/05/2020_02:15:37: Germany: Total cases: 96092, Total deaths: 1444, Total Reovered: 26400, Death rate: 1.50%, Recovery Rate: 27.47
04/05/2020_02:15:38: Spain: Total cases: 126168, Total deaths: 11947, Total Reovered: 34219, Death rate: 9.47%, Recovery Rate: 27.12
04/05/2020_04:15:45: World: Total cases: 1205700, Total deaths: 64972, Total Reovered: 247948, Death rate: 5.39%, Recovery Rate: 20.56
04/05/2020_04:15:45: Us: Total cases: 311637, Total deaths: 8454, Total Reovered: 14828, Death rate: 2.71%, Recovery Rate: 4.76
04/05/2020_04:15:46: Italy: Total cases: 124632, Total deaths: 15362, Total Reovered: 20996, Death rate: 12.33%, Recovery Rate: 16.85
04/05/2020_04:15:46: France: Total cases: 89953, Total deaths: 7560, Total Reovered: 15438, Death rate: 8.40%, Recovery Rate: 17.16
04/05/2020_04:15:46: Iran: Total cases: 55743, Total deaths: 3452, Total Reovered: 19736, Death rate: 6.19%, Recovery Rate: 35.41
04/05/2020_04:15:47: Uk: Total cases: 41903, Total deaths: 4313, Total Reovered: 135, Death rate: 10.29%, Recovery Rate: 0.32
04/05/2020_04:15:47: Germany: Total cases: 96092, Total deaths: 1444, Total Reovered: 26400, Death rate: 1.50%, Recovery Rate: 27.47
04/05/2020_04:15:47: Spain: Total cases: 126168, Total deaths: 11947, Total Reovered: 34219, Death rate: 9.47%, Recovery Rate: 27.12
04/05/2020_06:15:50: World: Total cases: 1214913, Total deaths: 65626, Total Reovered: 253670, Death rate: 5.40%, Recovery Rate: 20.88
04/05/2020_06:15:51: Us: Total cases: 311637, Total deaths: 8454, Total Reovered: 14828, Death rate: 2.71%, Recovery Rate: 4.76
04/05/2020_06:15:51: Italy: Total cases: 124632, Total deaths: 15362, Total Reovered: 20996, Death rate: 12.33%, Recovery Rate: 16.85
04/05/2020_06:15:52: France: Total cases: 89953, Total deaths: 7560, Total Reovered: 15438, Death rate: 8.40%, Recovery Rate: 17.16
04/05/2020_06:15:52: Iran: Total cases: 58226, Total deaths: 3603, Total Reovered: 19736, Death rate: 6.19%, Recovery Rate: 33.90
04/05/2020_06:15:52: Uk: Total cases: 41903, Total deaths: 4313, Total Reovered: 135, Death rate: 10.29%, Recovery Rate: 0.32
04/05/2020_06:15:53: Germany: Total cases: 96108, Total deaths: 1446, Total Reovered: 26400, Death rate: 1.50%, Recovery Rate: 27.47
04/05/2020_06:15:53: Spain: Total cases: 130759, Total deaths: 12418, Total Reovered: 38080, Death rate: 9.50%, Recovery Rate: 29.12
04/05/2020_08:15:57: World: Total cases: 1218126, Total deaths: 65841, Total Reovered: 253821, Death rate: 5.41%, Recovery Rate: 20.84
04/05/2020_08:15:57: Us: Total cases: 311637, Total deaths: 8454, Total Reovered: 14828, Death rate: 2.71%, Recovery Rate: 4.76
04/05/2020_08:15:57: Italy: Total cases: 124632, Total deaths: 15362, Total Reovered: 20996, Death rate: 12.33%, Recovery Rate: 16.85
04/05/2020_08:15:58: France: Total cases: 89953, Total deaths: 7560, Total Reovered: 15438, Death rate: 8.40%, Recovery Rate: 17.16
04/05/2020_08:15:58: Iran: Total cases: 58226, Total deaths: 3603, Total Reovered: 19736, Death rate: 6.19%, Recovery Rate: 33.90
04/05/2020_08:15:58: Uk: Total cases: 41903, Total deaths: 4313, Total Reovered: 135, Death rate: 10.29%, Recovery Rate: 0.32
04/05/2020_08:15:58: Germany: Total cases: 96471, Total deaths: 1447, Total Reovered: 26400, Death rate: 1.50%, Recovery Rate: 27.37
04/05/2020_08:15:59: Spain: Total cases: 130759, Total deaths: 12418, Total Reovered: 38080, Death rate: 9.50%, Recovery Rate: 29.12
04/05/2020_10:16:03: World: Total cases: 1235478, Total deaths: 67195, Total Reovered: 255589, Death rate: 5.44%, Recovery Rate: 20.69
04/05/2020_10:16:03: Us: Total cases: 321107, Total deaths: 9128, Total Reovered: 16553, Death rate: 2.84%, Recovery Rate: 5.15
04/05/2020_10:16:04: Italy: Total cases: 124632, Total deaths: 15362, Total Reovered: 20996, Death rate: 12.33%, Recovery Rate: 16.85
04/05/2020_10:16:04: France: Total cases: 89953, Total deaths: 7560, Total Reovered: 15438, Death rate: 8.40%, Recovery Rate: 17.16
04/05/2020_10:16:04: Iran: Total cases: 58226, Total deaths: 3603, Total Reovered: 19736, Death rate: 6.19%, Recovery Rate: 33.90
04/05/2020_10:16:05: Uk: Total cases: 47806, Total deaths: 4934, Total Reovered: 135, Death rate: 10.32%, Recovery Rate: 0.28
04/05/2020_10:16:05: Germany: Total cases: 97351, Total deaths: 1479, Total Reovered: 26400, Death rate: 1.52%, Recovery Rate: 27.12
04/05/2020_10:16:05: Spain: Total cases: 130759, Total deaths: 12418, Total Reovered: 38080, Death rate: 9.50%, Recovery Rate: 29.12
04/05/2020_12:16:09: World: Total cases: 1252982, Total deaths: 68149, Total Reovered: 257139, Death rate: 5.44%, Recovery Rate: 20.52
04/05/2020_12:16:10: Us: Total cases: 327848, Total deaths: 9325, Total Reovered: 16700, Death rate: 2.84%, Recovery Rate: 5.09
04/05/2020_12:16:10: Italy: Total cases: 128948, Total deaths: 15887, Total Reovered: 21815, Death rate: 12.32%, Recovery Rate: 16.92
04/05/2020_12:16:10: France: Total cases: 89953, Total deaths: 7560, Total Reovered: 15438, Death rate: 8.40%, Recovery Rate: 17.16
04/05/2020_12:16:11: Iran: Total cases: 58226, Total deaths: 3603, Total Reovered: 19736, Death rate: 6.19%, Recovery Rate: 33.90
04/05/2020_12:16:11: Uk: Total cases: 47806, Total deaths: 4934, Total Reovered: 135, Death rate: 10.32%, Recovery Rate: 0.28
04/05/2020_12:16:11: Germany: Total cases: 98765, Total deaths: 1524, Total Reovered: 26400, Death rate: 1.54%, Recovery Rate: 26.73
04/05/2020_12:16:12: Spain: Total cases: 130759, Total deaths: 12418, Total Reovered: 38080, Death rate: 9.50%, Recovery Rate: 29.12
04/05/2020_13:17:06: World: Total cases: 1254464, Total deaths: 68184, Total Reovered: 259544, Death rate: 5.44%, Recovery Rate: 20.69%
04/05/2020_13:17:07: Us: Total cases: 327920, Total deaths: 9326, Total Reovered: 16700, Death rate: 2.84%, Recovery Rate: 5.09%
04/05/2020_13:17:07: Italy: Total cases: 128948, Total deaths: 15887, Total Reovered: 21815, Death rate: 12.32%, Recovery Rate: 16.92%
04/05/2020_13:17:07: France: Total cases: 89953, Total deaths: 7560, Total Reovered: 15438, Death rate: 8.40%, Recovery Rate: 17.16%
04/05/2020_13:17:08: Iran: Total cases: 58226, Total deaths: 3603, Total Reovered: 19736, Death rate: 6.19%, Recovery Rate: 33.90%
04/05/2020_13:17:08: Uk: Total cases: 47806, Total deaths: 4934, Total Reovered: 135, Death rate: 10.32%, Recovery Rate: 0.28%
04/05/2020_13:17:08: Germany: Total cases: 98772, Total deaths: 1527, Total Reovered: 28700, Death rate: 1.55%, Recovery Rate: 29.06%
04/05/2020_13:17:08: Spain: Total cases: 130759, Total deaths: 12418, Total Reovered: 38080, Death rate: 9.50%, Recovery Rate: 29.12%
04/05/2020_16:17:14: World: Total cases: 1266782, Total deaths: 69177, Total Reovered: 261132, Death rate: 5.46%, Recovery Rate: 20.61%
04/05/2020_16:17:14: Us: Total cases: 333173, Total deaths: 9536, Total Reovered: 17177, Death rate: 2.86%, Recovery Rate: 5.16%
04/05/2020_16:17:14: Italy: Total cases: 128948, Total deaths: 15887, Total Reovered: 21815, Death rate: 12.32%, Recovery Rate: 16.92%
04/05/2020_16:17:15: France: Total cases: 92839, Total deaths: 8078, Total Reovered: 16183, Death rate: 8.70%, Recovery Rate: 17.43%
04/05/2020_16:17:15: Iran: Total cases: 58226, Total deaths: 3603, Total Reovered: 19736, Death rate: 6.19%, Recovery Rate: 33.90%
04/05/2020_16:17:15: Uk: Total cases: 47806, Total deaths: 4934, Total Reovered: 135, Death rate: 10.32%, Recovery Rate: 0.28%
04/05/2020_16:17:16: Germany: Total cases: 100024, Total deaths: 1576, Total Reovered: 28700, Death rate: 1.58%, Recovery Rate: 28.69%
04/05/2020_16:17:16: Spain: Total cases: 130854, Total deaths: 12518, Total Reovered: 38080, Death rate: 9.57%, Recovery Rate: 29.10%
04/05/2020_19:17:29: World: Total cases: 1272737, Total deaths: 69418, Total Reovered: 261485, Death rate: 5.45%, Recovery Rate: 20.55%
04/05/2020_19:17:29: Us: Total cases: 336550, Total deaths: 9610, Total Reovered: 17245, Death rate: 2.86%, Recovery Rate: 5.12%
04/05/2020_19:17:30: Italy: Total cases: 128948, Total deaths: 15887, Total Reovered: 21815, Death rate: 12.32%, Recovery Rate: 16.92%
04/05/2020_19:17:30: France: Total cases: 92839, Total deaths: 8078, Total Reovered: 16183, Death rate: 8.70%, Recovery Rate: 17.43%
04/05/2020_19:17:30: Iran: Total cases: 58226, Total deaths: 3603, Total Reovered: 19736, Death rate: 6.19%, Recovery Rate: 33.90%
04/05/2020_19:17:31: Uk: Total cases: 47806, Total deaths: 4934, Total Reovered: 135, Death rate: 10.32%, Recovery Rate: 0.28%
04/05/2020_19:17:31: Germany: Total cases: 100123, Total deaths: 1584, Total Reovered: 28700, Death rate: 1.58%, Recovery Rate: 28.66%
04/05/2020_19:17:31: Spain: Total cases: 131646, Total deaths: 12641, Total Reovered: 38080, Death rate: 9.60%, Recovery Rate: 28.93%
04/05/2020_22:17:36: World: Total cases: 1273709, Total deaths: 69456, Total Reovered: 262486, Death rate: 5.45%, Recovery Rate: 20.61%
04/05/2020_22:17:36: Us: Total cases: 336830, Total deaths: 9618, Total Reovered: 17977, Death rate: 2.86%, Recovery Rate: 5.34%
04/05/2020_22:17:37: Italy: Total cases: 128948, Total deaths: 15887, Total Reovered: 21815, Death rate: 12.32%, Recovery Rate: 16.92%
04/05/2020_22:17:37: France: Total cases: 92839, Total deaths: 8078, Total Reovered: 16183, Death rate: 8.70%, Recovery Rate: 17.43%
04/05/2020_22:17:37: Iran: Total cases: 58226, Total deaths: 3603, Total Reovered: 19736, Death rate: 6.19%, Recovery Rate: 33.90%
04/05/2020_22:17:37: Uk: Total cases: 47806, Total deaths: 4934, Total Reovered: 135, Death rate: 10.32%, Recovery Rate: 0.28%
04/05/2020_22:17:38: Germany: Total cases: 100123, Total deaths: 1584, Total Reovered: 28700, Death rate: 1.58%, Recovery Rate: 28.66%
04/05/2020_22:17:38: Spain: Total cases: 131646, Total deaths: 12641, Total Reovered: 38080, Death rate: 9.60%, Recovery Rate: 28.93%
04/06/2020_01:17:41: World: Total cases: 1274578, Total deaths: 69487, Total Reovered: 264838, Death rate: 5.45%, Recovery Rate: 20.78%
04/06/2020_01:17:42: Us: Total cases: 336830, Total deaths: 9618, Total Reovered: 17977, Death rate: 2.86%, Recovery Rate: 5.34%
04/06/2020_01:17:42: Italy: Total cases: 128948, Total deaths: 15887, Total Reovered: 21815, Death rate: 12.32%, Recovery Rate: 16.92%
04/06/2020_01:17:42: France: Total cases: 92839, Total deaths: 8078, Total Reovered: 16183, Death rate: 8.70%, Recovery Rate: 17.43%
04/06/2020_01:17:43: Iran: Total cases: 58226, Total deaths: 3603, Total Reovered: 22011, Death rate: 6.19%, Recovery Rate: 37.80%
04/06/2020_01:17:43: Uk: Total cases: 47806, Total deaths: 4934, Total Reovered: 135, Death rate: 10.32%, Recovery Rate: 0.28%
04/06/2020_01:17:43: Germany: Total cases: 100123, Total deaths: 1584, Total Reovered: 28700, Death rate: 1.58%, Recovery Rate: 28.66%
04/06/2020_01:17:44: Spain: Total cases: 131646, Total deaths: 12641, Total Reovered: 38080, Death rate: 9.60%, Recovery Rate: 28.93%
04/06/2020_04:17:48: World: Total cases: 1278383, Total deaths: 69756, Total Reovered: 266696, Death rate: 5.46%, Recovery Rate: 20.86%
04/06/2020_04:17:49: Us: Total cases: 336851, Total deaths: 9620, Total Reovered: 17977, Death rate: 2.86%, Recovery Rate: 5.34%
04/06/2020_04:17:49: Italy: Total cases: 128948, Total deaths: 15887, Total Reovered: 21815, Death rate: 12.32%, Recovery Rate: 16.92%
04/06/2020_04:17:49: France: Total cases: 92839, Total deaths: 8078, Total Reovered: 16183, Death rate: 8.70%, Recovery Rate: 17.43%
04/06/2020_04:17:50: Iran: Total cases: 58226, Total deaths: 3603, Total Reovered: 22011, Death rate: 6.19%, Recovery Rate: 37.80%
04/06/2020_04:17:50: Uk: Total cases: 47806, Total deaths: 4934, Total Reovered: 135, Death rate: 10.32%, Recovery Rate: 0.28%
04/06/2020_04:17:50: Germany: Total cases: 100123, Total deaths: 1584, Total Reovered: 28700, Death rate: 1.58%, Recovery Rate: 28.66%
04/06/2020_04:17:51: Spain: Total cases: 131646, Total deaths: 12641, Total Reovered: 38080, Death rate: 9.60%, Recovery Rate: 28.93%
04/06/2020_07:17:56: World: Total cases: 1287128, Total deaths: 70527, Total Reovered: 271882, Death rate: 5.48%, Recovery Rate: 21.12%
04/06/2020_07:17:56: Us: Total cases: 336851, Total deaths: 9620, Total Reovered: 17977, Death rate: 2.86%, Recovery Rate: 5.34%
04/06/2020_07:17:57: Italy: Total cases: 128948, Total deaths: 15887, Total Reovered: 21815, Death rate: 12.32%, Recovery Rate: 16.92%
04/06/2020_07:17:57: France: Total cases: 92839, Total deaths: 8078, Total Reovered: 16183, Death rate: 8.70%, Recovery Rate: 17.43%
04/06/2020_07:17:57: Iran: Total cases: 60500, Total deaths: 3739, Total Reovered: 24236, Death rate: 6.18%, Recovery Rate: 40.06%
04/06/2020_07:17:58: Uk: Total cases: 47806, Total deaths: 4934, Total Reovered: 135, Death rate: 10.32%, Recovery Rate: 0.28%
04/06/2020_07:17:58: Germany: Total cases: 100132, Total deaths: 1584, Total Reovered: 28700, Death rate: 1.58%, Recovery Rate: 28.66%
04/06/2020_07:17:59: Spain: Total cases: 135032, Total deaths: 13055, Total Reovered: 40437, Death rate: 9.67%, Recovery Rate: 29.95%
04/06/2020_10:18:08: World: Total cases: 1291845, Total deaths: 70675, Total Reovered: 272426, Death rate: 5.47%, Recovery Rate: 21.09%
04/06/2020_10:18:11: Us: Total cases: 338999, Total deaths: 9687, Total Reovered: 18002, Death rate: 2.86%, Recovery Rate: 5.31%
04/06/2020_10:18:13: Italy: Total cases: 128948, Total deaths: 15887, Total Reovered: 21815, Death rate: 12.32%, Recovery Rate: 16.92%
04/06/2020_10:18:28: France: Total cases: 92839, Total deaths: 8078, Total Reovered: 16183, Death rate: 8.70%, Recovery Rate: 17.43%
04/06/2020_10:18:30: Iran: Total cases: 60500, Total deaths: 3739, Total Reovered: 24236, Death rate: 6.18%, Recovery Rate: 40.06%
04/06/2020_10:18:34: Uk: Total cases: 47806, Total deaths: 4934, Total Reovered: 135, Death rate: 10.32%, Recovery Rate: 0.28%
04/06/2020_10:18:36: Germany: Total cases: 100770, Total deaths: 1608, Total Reovered: 28700, Death rate: 1.60%, Recovery Rate: 28.48%
04/06/2020_10:18:45: Spain: Total cases: 135032, Total deaths: 13055, Total Reovered: 40437, Death rate: 9.67%, Recovery Rate: 29.95%
